Timestamp,A1,A2,C1,C2,B1,B2,D1,D2
2024-01-12 08:39:01.113660,inf,0.275134801864624,0.49307480454444885,0.5174362659454346,0.8487486839294434,inf,0.5223938822746277,0.4910507798194885
2024-01-12 08:39:01.131189,inf,0.2751346230506897,0.4938814342021942,0.5175193548202515,0.8490988612174988,inf,0.5224900245666504,0.49121615290641785
2024-01-12 08:39:01.137723,inf,0.275134414434433,0.4942322373390198,0.5176465511322021,0.8494777083396912,inf,0.5227490067481995,0.4914379417896271
2024-01-12 08:39:01.154900,inf,0.2751363515853882,0.4944423735141754,0.5180982947349548,0.8514646887779236,inf,0.5231012105941772,0.4921981394290924
2024-01-12 08:39:01.174260,inf,0.2751452624797821,0.4946441948413849,0.5182157754898071,0.8518292903900146,inf,0.5232308506965637,0.49239790439605713
2024-01-12 08:39:01.209564,inf,0.27513495087623596,0.4948582351207733,0.5183297991752625,0.8522976040840149,inf,0.5233508348464966,0.49257951974868774
2024-01-12 08:39:01.240671,inf,0.2751452326774597,0.49503108859062195,0.5184553861618042,0.8526642918586731,inf,0.5234832763671875,0.49281537532806396
2024-01-12 08:39:01.280830,inf,0.2751365303993225,0.49520277976989746,0.5185528993606567,0.8530471920967102,inf,0.5235867500305176,0.49296098947525024
2024-01-12 08:39:01.316802,inf,0.2751356065273285,0.4953748285770416,0.5186442732810974,0.8532955646514893,inf,0.5236891508102417,0.4931117296218872
2024-01-12 08:39:01.355060,inf,0.2751278579235077,0.4955829083919525,0.5188887119293213,0.8537353277206421,inf,0.523777961730957,0.49327701330184937
2024-01-12 08:39:01.400626,inf,0.2751365900039673,0.49582403898239136,0.5190097689628601,0.854187548160553,inf,0.5239279866218567,0.4935177266597748
2024-01-12 08:39:01.446283,inf,0.275134801864624,0.49606698751449585,0.5191459059715271,0.8547016382217407,inf,0.5240526795387268,0.4937489926815033
2024-01-12 08:39:01.487458,inf,0.27514511346817017,0.49625760316848755,0.5192515850067139,0.8551142811775208,inf,0.524208664894104,0.4939907491207123
2024-01-12 08:39:01.533150,inf,0.2751360833644867,0.496429979801178,0.519356906414032,0.8558089733123779,inf,0.5243161916732788,0.49414095282554626
2024-01-12 08:39:01.574051,inf,0.27513644099235535,0.49683865904808044,0.5194757580757141,0.8562703132629395,inf,0.5245558619499207,0.4945274889469147
2024-01-12 08:39:01.615682,inf,0.27513498067855835,0.49702686071395874,0.51959627866745,0.8566310405731201,inf,0.5247930288314819,0.4949241578578949
2024-01-12 08:39:01.660943,inf,0.27514511346817017,0.4972418546676636,0.5196952223777771,0.8570858836174011,inf,0.5249183773994446,0.4951196610927582
2024-01-12 08:39:01.704188,inf,0.275145024061203,0.49743351340293884,0.5199345350265503,0.8574575185775757,inf,0.5250368118286133,0.49531280994415283
2024-01-12 08:39:01.740513,inf,0.2751450538635254,0.4976399838924408,0.5201766490936279,0.8583272695541382,inf,0.5252885222434998,0.4955294132232666
2024-01-12 08:39:01.780536,inf,0.2751367390155792,0.49798861145973206,0.5202277898788452,0.858881413936615,inf,0.525444746017456,0.49570971727371216
2024-01-12 08:39:01.819789,inf,0.2751353681087494,0.4983050227165222,0.5203264951705933,0.8592116236686707,inf,0.5255629420280457,0.495943158864975
2024-01-12 08:39:01.863400,inf,0.2751449644565582,0.49849531054496765,0.5205424427986145,0.8596028089523315,inf,0.5256760716438293,0.49615296721458435
2024-01-12 08:39:01.913130,inf,0.275145024061203,0.49867862462997437,0.5207692980766296,0.8604468107223511,inf,0.5257959961891174,0.49633657932281494
2024-01-12 08:39:01.956953,inf,0.27513670921325684,0.4990951716899872,0.5208876729011536,0.8608174324035645,inf,0.5259023904800415,0.49653226137161255
2024-01-12 08:39:02.001072,inf,0.27514493465423584,0.49924981594085693,0.5209698677062988,0.8611301183700562,inf,0.5261261463165283,0.49692094326019287
2024-01-12 08:39:02.041250,inf,0.2751349210739136,0.4994453191757202,0.5210907459259033,0.8615032434463501,inf,0.5262548923492432,0.4972653090953827
2024-01-12 08:39:02.084587,inf,0.27514493465423584,0.4996500015258789,0.521206259727478,0.8619304895401001,inf,0.5263745784759521,0.4974614679813385
2024-01-12 08:39:02.110979,inf,0.2751348912715912,0.49984535574913025,0.5213195085525513,0.8627247214317322,inf,0.5264928936958313,0.497663676738739
2024-01-12 08:39:02.157479,inf,0.2751355469226837,0.5002535581588745,0.5215551853179932,0.8631809949874878,inf,0.5266380906105042,0.4980688989162445
2024-01-12 08:39:02.196458,inf,0.27514493465423584,0.5004609227180481,0.5216761827468872,0.8636171817779541,inf,0.5268715023994446,0.4982549846172333
2024-01-12 08:39:02.237463,inf,0.2751370370388031,0.5006462335586548,0.5217682123184204,0.8639982342720032,inf,0.5270820260047913,0.4984201192855835
2024-01-12 08:39:02.279758,inf,0.27513691782951355,0.500815212726593,0.5219755172729492,0.8643077611923218,inf,0.5271903276443481,0.49860453605651855
2024-01-12 08:39:02.325907,inf,0.27513712644577026,0.5009927153587341,0.5221770405769348,0.8650501370429993,inf,0.5272986888885498,0.4987751543521881
2024-01-12 08:39:02.368407,inf,0.275136798620224,0.5013508796691895,0.5222889184951782,0.8657695651054382,inf,0.5273997187614441,0.4991258382797241
2024-01-12 08:39:02.408849,inf,0.2751447856426239,0.5017238855361938,0.5224030017852783,0.8661912679672241,inf,0.5275204181671143,0.49948829412460327
2024-01-12 08:39:02.452550,inf,0.2751355469226837,0.5018988251686096,0.5224989056587219,0.8665643334388733,inf,0.5277531147003174,0.49967172741889954
2024-01-12 08:39:02.484178,inf,0.2751447260379791,0.5020909309387207,0.5226103067398071,0.8673157691955566,inf,0.5278546214103699,0.49985000491142273
2024-01-12 08:39:02.531251,inf,0.27513718605041504,0.5024380683898926,0.5228086709976196,0.8680012226104736,inf,0.5280559659004211,0.5000137090682983
2024-01-12 08:39:02.565741,inf,0.2751447260379791,0.5027638673782349,0.5228989720344543,0.868367075920105,inf,0.528156042098999,0.5001856684684753
2024-01-12 08:39:02.609280,inf,0.2751370370388031,0.502932071685791,0.5230916738510132,0.8686953783035278,inf,0.5282567739486694,0.5005084872245789
